station,departure_plan_datetime,category,long,lat,arrival_delay_m,departure_delay_m,departure_plan_hour,date,hour,day_of_week,state,city,temperature,rained
Brandenburg Hbf,2024-06-25 20:00:00,3.000000,12.566138,52.400554,0.250000,0.250000,20.000000,2024-06-25,20,1,Brandenburg,Brandenburg an der Havel,21.250000,False
Alt-Reinickendorf,2024-06-26 00:00:00,5.000000,13.349617,52.578091,0.000000,0.000000,0.000000,2024-06-26,0,2,Berlin,Berlin,17.800000,False
Hermannstraße,2024-06-24 10:00:00,4.000000,13.431313,52.467510,0.000000,0.027027,10.000000,2024-06-24,10,0,Berlin,Berlin,22.000000,False
Wilhelmshagen,2024-06-24 06:00:00,5.000000,13.722143,52.438711,0.083333,0.166667,6.000000,2024-06-24,6,0,Berlin,Berlin,19.100000,False
Sonnenallee,2024-06-24 19:00:00,4.000000,13.455851,52.473101,0.250000,0.416667,19.000000,2024-06-24,19,0,Berlin,Berlin,21.350000,False
Pichelsberg,2024-06-26 15:00:00,5.000000,13.227134,52.510393,1.833333,1.916667,15.000000,2024-06-26,15,2,Berlin,Berlin,31.200000,False
Berlin-Charlottenburg,2024-06-24 15:00:00,3.000000,13.302330,52.504213,1.000000,1.818182,15.000000,2024-06-24,15,0,Berlin,Berlin,24.300000,False
Nöldnerplatz,2024-06-24 13:00:00,5.000000,13.484452,52.503497,0.100000,0.066667,13.000000,2024-06-24,13,0,Berlin,Berlin,24.350000,False
Strausberg Stadt,2024-06-26 09:00:00,5.000000,13.888133,52.576980,0.166667,0.333333,9.000000,2024-06-26,9,2,Brandenburg,Strausberg,26.300000,False
Berlin-Friedrichshagen,2024-06-27 12:00:00,4.000000,13.624600,52.457247,0.000000,0.000000,12.000000,2024-06-27,12,3,Berlin,Berlin,28.900000,False
Berlin-Hohenschönhausen,2024-06-27 14:00:00,3.000000,13.512422,52.566002,1.833333,1.500000,14.000000,2024-06-27,14,3,Berlin,Berlin,28.750000,False
Berlin-Grünau,2024-06-25 05:00:00,4.000000,13.573497,52.413028,0.117647,0.058824,5.000000,2024-06-25,5,1,Berlin,Berlin,17.600000,False
Alexanderplatz,2024-06-25 06:00:00,3.000000,13.410961,52.521481,0.285714,0.285714,6.000000,2024-06-25,6,1,Berlin,Berlin,20.150000,False
Treptower Park,2024-06-25 12:00:00,4.000000,13.461441,52.493559,0.583333,0.555556,12.000000,2024-06-25,12,1,Berlin,Berlin,25.400000,False
Flughafen BER,2024-06-25 23:00:00,2.000000,13.511950,52.364804,0.000000,0.666667,23.000000,2024-06-25,23,1,Brandenburg,Schönefeld,17.900000,False
Eichwalde,2024-06-24 13:00:00,5.000000,13.615398,52.371352,0.000000,0.000000,13.000000,2024-06-24,13,0,Brandenburg,Eichwalde,24.100000,False
Fredersdorf (b Berlin),2024-06-24 11:00:00,5.000000,13.760628,52.526212,0.000000,0.166667,11.000000,2024-06-24,11,0,Brandenburg,Fredersdorf ,22.050000,False
Röntgental,2024-06-24 19:00:00,5.000000,13.513799,52.648798,0.666667,0.833333,19.000000,2024-06-24,19,0,Brandenburg,Panketal,20.600000,False
Berlin-Schlachtensee,2024-06-27 05:00:00,4.000000,13.215025,52.439976,0.000000,0.000000,5.000000,2024-06-27,5,3,Berlin,Berlin,22.150000,False
Eichborndamm,2024-06-24 21:00:00,5.000000,13.316835,52.577722,0.500000,0.500000,21.000000,2024-06-24,21,0,Berlin,Berlin,16.500000,False
Marquardt,2024-06-26 08:00:00,5.000000,12.971627,52.458881,0.500000,0.500000,8.000000,2024-06-26,8,2,Brandenburg,Potsdam,25.800000,False
Wildau,2024-06-27 04:00:00,5.000000,13.633779,52.319935,0.000000,0.200000,4.000000,2024-06-27,4,3,Brandenburg,Wildau,21.550000,False
Blankenfelde (Kr Teltow-Fläming),2024-06-25 14:00:00,4.000000,13.415982,52.337213,0.000000,0.000000,14.000000,2024-06-25,14,1,Brandenburg,Blankenfelde ,25.050000,False
Elstal,2024-06-27 12:00:00,5.000000,13.000114,52.547490,0.000000,0.250000,12.000000,2024-06-27,12,3,Brandenburg,Wustermark,28.450000,False
Eisenhüttenstadt,2024-06-26 13:00:00,5.000000,14.658435,52.147980,0.200000,0.200000,13.000000,2024-06-26,13,2,Brandenburg,Eisenhüttenstadt,29.600000,False
Birkenstein,2024-06-24 05:00:00,4.000000,13.647187,52.515601,0.363636,0.363636,5.000000,2024-06-24,5,0,Brandenburg,Hoppegarten,16.300000,False
Zossen,2024-06-27 07:00:00,5.000000,13.438571,52.218923,1.500000,1.500000,7.000000,2024-06-27,7,3,Brandenburg,Zossen,23.500000,False
Alt-Reinickendorf,2024-06-27 00:00:00,5.000000,13.349617,52.578091,0.000000,0.000000,0.000000,2024-06-27,0,3,Berlin,Berlin,20.100000,False
Falkensee,2024-06-26 10:00:00,5.000000,13.089636,52.559772,0.600000,0.600000,10.000000,2024-06-26,10,2,Brandenburg,Falkensee,28.550000,False
Berlin Hauptbahnhof,2024-06-23 16:00:00,1.000000,13.369545,52.525592,1.052632,1.000000,16.000000,2024-06-23,16,6,Berlin,Berlin,21.900000,False
Zeuthen,2024-06-24 14:00:00,5.000000,13.627173,52.348936,0.125000,0.125000,14.000000,2024-06-24,14,0,Brandenburg,Zeuthen,24.350000,False
Berlin-Halensee,2024-06-26 04:00:00,4.000000,13.290326,52.496254,0.000000,0.000000,4.000000,2024-06-26,4,2,Berlin,Berlin,17.700000,False
Hosena,2024-06-25 06:00:00,5.000000,14.016105,51.454706,0.500000,1.000000,6.000000,2024-06-25,6,1,Brandenburg,Senftenberg,19.200000,False
Rahnsdorf,2024-06-24 07:00:00,5.000000,13.690405,52.451536,0.083333,0.166667,7.000000,2024-06-24,7,0,Berlin,Berlin,19.500000,False
Berlin-Mahlsdorf,2024-06-26 08:00:00,3.000000,13.611417,52.512107,0.500000,0.500000,8.000000,2024-06-26,8,2,Berlin,Berlin,24.550000,False
Lichterfelde Süd,2024-06-26 10:00:00,5.000000,13.309040,52.410899,1.000000,0.916667,10.000000,2024-06-26,10,2,Berlin,Berlin,28.550000,False
Heiligensee,2024-06-26 04:00:00,4.000000,13.229278,52.624586,0.000000,0.000000,4.000000,2024-06-26,4,2,Berlin,Berlin,17.700000,False
Plänterwald,2024-06-25 07:00:00,4.000000,13.473126,52.478542,0.055556,0.111111,7.000000,2024-06-25,7,1,Berlin,Berlin,22.300000,False
Wollankstraße,2024-06-27 16:00:00,4.000000,13.391791,52.565482,0.000000,0.000000,16.000000,2024-06-27,16,3,Berlin,Berlin,30.600000,False
Rangsdorf,2024-06-26 10:00:00,5.000000,13.430890,52.293948,0.000000,0.000000,10.000000,2024-06-26,10,2,Brandenburg,Rangsdorf,27.950000,False
Warschauer Straße,2024-06-23 13:00:00,4.000000,13.451646,52.505976,0.088889,0.111111,13.000000,2024-06-23,13,6,Berlin,Berlin,22.000000,False
Bellevue,2024-06-27 13:00:00,4.000000,13.348263,52.519955,0.027778,0.000000,13.000000,2024-06-27,13,3,Berlin,Berlin,29.350000,False
Alexanderplatz,2024-06-27 15:00:00,3.000000,13.410961,52.521481,1.133333,1.133333,15.000000,2024-06-27,15,3,Berlin,Berlin,30.550000,False
Frankfurt (Oder),2024-06-27 08:00:00,2.000000,14.546496,52.336416,0.000000,0.000000,8.000000,2024-06-27,8,3,Brandenburg,Frankfurt (Oder),26.100000,False
Guben,2024-06-27 10:00:00,5.000000,14.706775,51.957203,0.000000,1.000000,10.000000,2024-06-27,10,3,Brandenburg,Guben,27.500000,False
Albrechtshof,2024-06-26 23:00:00,5.000000,13.128917,52.549396,0.000000,0.000000,23.000000,2024-06-26,23,2,Berlin,Berlin,22.450000,False
Bundesplatz,2024-06-24 02:00:00,4.000000,13.329590,52.477617,0.166667,0.000000,2.000000,2024-06-24,2,0,Berlin,Berlin,12.700000,False
Guben,2024-06-24 09:00:00,5.000000,14.706775,51.957203,0.000000,0.333333,9.000000,2024-06-24,9,0,Brandenburg,Guben,21.550000,False
Berlin-Frohnau,2024-06-25 14:00:00,4.000000,13.289934,52.632758,0.083333,0.083333,14.000000,2024-06-25,14,1,Berlin,Berlin,26.550000,False
Savignyplatz,2024-06-27 09:00:00,4.000000,13.319271,52.505093,0.365854,0.341463,9.000000,2024-06-27,9,3,Berlin,Berlin,23.750000,True
Albrechtshof,2024-06-26 07:00:00,5.000000,13.128917,52.549396,1.666667,1.833333,7.000000,2024-06-26,7,2,Berlin,Berlin,23.500000,False
Berlin Brandenburger Tor,2024-06-26 02:00:00,4.000000,13.381815,52.516506,1.000000,0.700000,2.000000,2024-06-26,2,2,Berlin,Berlin,17.600000,False
Priesterweg,2024-06-24 05:00:00,4.000000,13.356281,52.459914,0.681818,0.545455,5.000000,2024-06-24,5,0,Berlin,Berlin,17.350000,False
Berlin-Spindlersfeld,2024-06-25 14:00:00,5.000000,13.561448,52.447162,0.000000,0.000000,14.000000,2024-06-25,14,1,Berlin,Berlin,25.050000,False
Buckower Chaussee,2024-06-26 20:00:00,5.000000,13.382912,52.410351,0.083333,0.000000,20.000000,2024-06-26,20,2,Berlin,Berlin,25.600000,False
Alt-Reinickendorf,2024-06-25 13:00:00,5.000000,13.349617,52.578091,1.000000,0.666667,13.000000,2024-06-25,13,1,Berlin,Berlin,26.800000,False
Köllnische Heide,2024-06-27 05:00:00,5.000000,13.467807,52.469653,0.352941,0.294118,5.000000,2024-06-27,5,3,Berlin,Berlin,23.300000,False
Wedding,2024-06-27 05:00:00,4.000000,13.368170,52.543251,0.000000,0.095238,5.000000,2024-06-27,5,3,Berlin,Berlin,23.300000,False
Birkenstein,2024-06-24 13:00:00,4.000000,13.647187,52.515601,0.000000,0.000000,13.000000,2024-06-24,13,0,Brandenburg,Hoppegarten,22.900000,False
Lehnitz,2024-06-26 04:00:00,5.000000,13.263224,52.741702,0.000000,0.000000,4.000000,2024-06-26,4,2,Brandenburg,Oranienburg,18.450000,False
Mahlow,2024-06-25 18:00:00,5.000000,13.407932,52.360540,0.500000,0.500000,18.000000,2024-06-25,18,1,Brandenburg,Mahlow,23.000000,False
Wilhelmshagen,2024-06-23 13:00:00,5.000000,13.722143,52.438711,0.250000,0.250000,13.000000,2024-06-23,13,6,Berlin,Berlin,21.800000,False
Raoul-Wallenberg-Straße,2024-06-24 15:00:00,5.000000,13.547460,52.550681,0.615385,0.538462,15.000000,2024-06-24,15,0,Berlin,Berlin,23.100000,False
Hermannstraße,2024-06-26 12:00:00,4.000000,13.431313,52.467510,0.060606,0.090909,12.000000,2024-06-26,12,2,Berlin,Berlin,29.900000,False
Berlin Brandenburger Tor,2024-06-26 11:00:00,4.000000,13.381815,52.516506,0.270270,0.243243,11.000000,2024-06-26,11,2,Berlin,Berlin,29.450000,False
Westhafen,2024-06-25 08:00:00,4.000000,13.344253,52.536250,0.200000,0.040000,8.000000,2024-06-25,8,1,Berlin,Berlin,23.350000,False
Ludwigsfelde,2024-06-25 07:00:00,4.000000,13.267319,52.298098,0.000000,0.400000,7.000000,2024-06-25,7,1,Brandenburg,Ludwigsfelde,22.100000,False
Neustadt (Dosse),2024-06-25 15:00:00,5.000000,12.450667,52.852677,0.000000,0.000000,15.000000,2024-06-25,15,1,Brandenburg,Neustadt (Dosse),27.550000,False
Elstal,2024-06-24 04:00:00,5.000000,13.000114,52.547490,0.500000,0.500000,4.000000,2024-06-24,4,0,Brandenburg,Wustermark,13.650000,False
Savignyplatz,2024-06-27 15:00:00,4.000000,13.319271,52.505093,0.642857,0.642857,15.000000,2024-06-27,15,3,Berlin,Berlin,30.350000,False
Nauen,2024-06-23 23:00:00,3.000000,12.885559,52.612696,0.000000,0.250000,23.000000,2024-06-23,23,6,Brandenburg,Nauen,14.200000,False
Berlin-Adlershof,2024-06-27 03:00:00,4.000000,13.541129,52.435031,0.000000,0.000000,3.000000,2024-06-27,3,3,Berlin,Berlin,20.600000,False
Sonnenallee,2024-06-26 19:00:00,4.000000,13.455851,52.473101,0.416667,0.458333,19.000000,2024-06-26,19,2,Berlin,Berlin,27.250000,False
Rathaus Steglitz,2024-06-25 18:00:00,4.000000,13.322948,52.455833,0.777778,0.888889,18.000000,2024-06-25,18,1,Berlin,Berlin,23.100000,False
Plänterwald,2024-06-26 20:00:00,4.000000,13.473126,52.478542,0.111111,0.166667,20.000000,2024-06-26,20,2,Berlin,Berlin,25.600000,False
Eisenhüttenstadt,2024-06-27 14:00:00,5.000000,14.658435,52.147980,0.000000,0.000000,14.000000,2024-06-27,14,3,Brandenburg,Eisenhüttenstadt,30.600000,False
Ruhland,2024-06-24 06:00:00,5.000000,13.870004,51.455319,0.250000,0.000000,6.000000,2024-06-24,6,0,Brandenburg,Ruhland,18.400000,False
Olympiastadion,2024-06-27 05:00:00,3.000000,13.242389,52.511166,0.153846,0.153846,5.000000,2024-06-27,5,3,Berlin,Berlin,22.150000,False
Potsdam Medienstadt Babelsberg,2024-06-26 12:00:00,5.000000,13.122284,52.382659,1.333333,1.500000,12.000000,2024-06-26,12,2,Brandenburg,Potsdam,30.000000,False
Berlin-Lichtenberg,2024-06-23 17:00:00,2.000000,13.496693,52.510135,1.222222,1.555556,17.000000,2024-06-23,17,6,Berlin,Berlin,20.250000,False
Hennigsdorf (b Berlin),2024-06-24 08:00:00,3.000000,13.205336,52.638203,0.800000,0.600000,8.000000,2024-06-24,8,0,Brandenburg,Hennigsdorf,20.300000,False
Berlin Gesundbrunnen,2024-06-24 12:00:00,1.000000,13.388513,52.548963,2.000000,0.785714,12.000000,2024-06-24,12,0,Berlin,Berlin,23.600000,False
Berlin Anhalter Bahnhof,2024-06-24 06:00:00,3.000000,13.381362,52.503486,0.666667,0.666667,6.000000,2024-06-24,6,0,Berlin,Berlin,18.950000,False
Heerstraße,2024-06-25 08:00:00,5.000000,13.259379,52.508121,0.333333,0.416667,8.000000,2024-06-25,8,1,Berlin,Berlin,23.350000,False
Potsdam Charlottenhof,2024-06-25 07:00:00,4.000000,13.036496,52.392800,0.083333,0.083333,7.000000,2024-06-25,7,1,Brandenburg,Potsdam,22.100000,False
Dallgow-Döberitz,2024-06-27 07:00:00,5.000000,13.059037,52.543554,0.250000,0.250000,7.000000,2024-06-27,7,3,Brandenburg,Dallgow (b Berlin),24.200000,False
Gransee,2024-06-25 05:00:00,5.000000,13.167120,53.001076,0.000000,0.000000,5.000000,2024-06-25,5,1,Brandenburg,Gransee,17.050000,False
Bergfelde (b Berlin),2024-06-23 15:00:00,4.000000,13.320244,52.670303,0.000000,0.000000,15.000000,2024-06-23,15,6,Brandenburg,Hohen Neuendorf,22.700000,False
Bad Belzig,2024-06-24 22:00:00,5.000000,12.594981,52.135969,0.500000,0.500000,22.000000,2024-06-24,22,0,Brandenburg,Belzig,17.300000,False
Plänterwald,2024-06-26 18:00:00,4.000000,13.473126,52.478542,1.277778,1.444444,18.000000,2024-06-26,18,2,Berlin,Berlin,28.700000,False
Dallgow-Döberitz,2024-06-26 09:00:00,5.000000,13.059037,52.543554,0.250000,0.250000,9.000000,2024-06-26,9,2,Brandenburg,Dallgow (b Berlin),27.500000,False
Berlin-Blankenburg,2024-06-25 08:00:00,4.000000,13.443330,52.591164,0.333333,0.285714,8.000000,2024-06-25,8,1,Berlin,Berlin,24.200000,False
Hoppegarten (Mark),2024-06-25 11:00:00,4.000000,13.672956,52.518122,0.000000,0.111111,11.000000,2024-06-25,11,1,Brandenburg,Hoppegarten,24.350000,False
Luckenwalde,2024-06-23 15:00:00,5.000000,13.160409,52.090590,0.500000,1.500000,15.000000,2024-06-23,15,6,Brandenburg,Luckenwalde,22.100000,False
Wilhelmshorst,2024-06-24 10:00:00,5.000000,13.067447,52.331486,0.000000,0.200000,10.000000,2024-06-24,10,0,Brandenburg,Michendorf,21.900000,False
Wünsdorf Waldstadt,2024-06-26 09:00:00,5.000000,13.468145,52.165559,0.500000,0.000000,9.000000,2024-06-26,9,2,Brandenburg,Zossen,28.000000,False
Ahrensfelde,2024-06-26 05:00:00,4.000000,13.565154,52.571375,0.000000,0.500000,5.000000,2024-06-26,5,2,Berlin,Berlin,19.400000,False
Berlin-Rummelsburg,2024-06-26 10:00:00,4.000000,13.478362,52.501309,0.000000,0.083333,10.000000,2024-06-26,10,2,Berlin,Berlin,28.550000,False
Wildau,2024-06-24 05:00:00,5.000000,13.633779,52.319935,0.222222,0.111111,5.000000,2024-06-24,5,0,Brandenburg,Wildau,17.400000,False
Falkensee,2024-06-25 04:00:00,5.000000,13.089636,52.559772,0.333333,0.333333,4.000000,2024-06-25,4,1,Brandenburg,Falkensee,14.900000,False
Neuzelle,2024-06-24 10:00:00,5.000000,14.648866,52.098797,0.500000,0.000000,10.000000,2024-06-24,10,0,Brandenburg,Neuzelle,21.900000,False
Berlin-Spindlersfeld,2024-06-27 06:00:00,5.000000,13.561448,52.447162,0.000000,0.000000,6.000000,2024-06-27,6,3,Berlin,Berlin,23.100000,False
Berlin-Kaulsdorf,2024-06-24 22:00:00,4.000000,13.588940,52.512093,0.166667,0.083333,22.000000,2024-06-24,22,0,Berlin,Berlin,16.150000,False
Berlin-Schlachtensee,2024-06-23 17:00:00,4.000000,13.215025,52.439976,0.833333,0.916667,17.000000,2024-06-23,17,6,Berlin,Berlin,21.200000,False
Jannowitzbrücke,2024-06-26 05:00:00,4.000000,13.419347,52.514270,0.048780,0.097561,5.000000,2024-06-26,5,2,Berlin,Berlin,20.100000,False
Bernau-Friedenstal,2024-06-23 18:00:00,5.000000,13.564578,52.668385,0.000000,0.166667,18.000000,2024-06-23,18,6,Brandenburg,Bernau,20.100000,False
Wilhelmshagen,2024-06-25 10:00:00,5.000000,13.722143,52.438711,0.166667,0.166667,10.000000,2024-06-25,10,1,Berlin,Berlin,24.800000,False
Werder (Havel),2024-06-25 16:00:00,4.000000,12.926189,52.392939,0.200000,0.200000,16.000000,2024-06-25,16,1,Brandenburg,Werder (Havel),25.500000,False
Fredersdorf (b Berlin),2024-06-23 15:00:00,5.000000,13.760628,52.526212,0.166667,0.166667,15.000000,2024-06-23,15,6,Brandenburg,Fredersdorf ,21.350000,False
Lichterfelde Süd,2024-06-27 11:00:00,5.000000,13.309040,52.410899,0.083333,0.083333,11.000000,2024-06-27,11,3,Berlin,Berlin,26.600000,True
Dabendorf,2024-06-27 15:00:00,5.000000,13.437290,52.237332,0.250000,0.250000,15.000000,2024-06-27,15,3,Brandenburg,Zossen,30.250000,False
Berlin-Schönholz,2024-06-25 14:00:00,4.000000,13.381111,52.571422,0.208333,0.166667,14.000000,2024-06-25,14,1,Berlin,Berlin,26.550000,False
Berlin-Köpenick,2024-06-26 11:00:00,4.000000,13.580942,52.458610,0.000000,0.076923,11.000000,2024-06-26,11,2,Berlin,Berlin,28.550000,False
Springpfuhl,2024-06-27 07:00:00,4.000000,13.536740,52.526348,0.111111,0.166667,7.000000,2024-06-27,7,3,Berlin,Berlin,24.800000,False
Greifswalder Straße,2024-06-23 19:00:00,4.000000,13.439561,52.540020,0.066667,0.133333,19.000000,2024-06-23,19,6,Berlin,Berlin,19.850000,False
Borgsdorf,2024-06-23 18:00:00,5.000000,13.276750,52.715252,0.333333,0.833333,18.000000,2024-06-23,18,6,Brandenburg,Hohen Neuendorf OTBorgsdo,20.100000,False
Berlin-Schlachtensee,2024-06-24 09:00:00,4.000000,13.215025,52.439976,0.307692,0.384615,9.000000,2024-06-24,9,0,Berlin,Berlin,20.450000,False
Poelchaustraße,2024-06-23 20:00:00,5.000000,13.535381,52.535593,0.166667,0.166667,20.000000,2024-06-23,20,6,Berlin,Berlin,16.150000,False
Erkner,2024-06-24 13:00:00,3.000000,13.752244,52.427561,0.250000,0.250000,13.000000,2024-06-24,13,0,Brandenburg,Erkner,24.100000,False
Berlin Hauptbahnhof,2024-06-26 05:00:00,1.000000,13.369545,52.525592,0.411765,0.470588,5.000000,2024-06-26,5,2,Berlin,Berlin,20.100000,False
Berlin-Lichterfelde Ost,2024-06-23 16:00:00,3.000000,13.328556,52.429451,0.800000,1.000000,16.000000,2024-06-23,16,6,Berlin,Berlin,21.950000,False
Olympiastadion,2024-06-24 06:00:00,3.000000,13.242389,52.511166,0.153846,0.076923,6.000000,2024-06-24,6,0,Berlin,Berlin,18.000000,False
Warschauer Straße,2024-06-26 16:00:00,4.000000,13.451646,52.505976,1.725806,1.306452,16.000000,2024-06-26,16,2,Berlin,Berlin,30.300000,False
Südende,2024-06-26 20:00:00,5.000000,13.353894,52.448457,0.250000,0.333333,20.000000,2024-06-26,20,2,Berlin,Berlin,25.600000,False
Bergfelde (b Berlin),2024-06-25 13:00:00,4.000000,13.320244,52.670303,0.000000,0.166667,13.000000,2024-06-25,13,1,Brandenburg,Hohen Neuendorf,26.800000,False
Südende,2024-06-25 21:00:00,5.000000,13.353894,52.448457,0.666667,0.888889,21.000000,2024-06-25,21,1,Berlin,Berlin,20.200000,False
Eichborndamm,2024-06-24 08:00:00,5.000000,13.316835,52.577722,1.833333,1.333333,8.000000,2024-06-24,8,0,Berlin,Berlin,20.300000,False
Hosena,2024-06-26 06:00:00,5.000000,14.016105,51.454706,0.500000,1.000000,6.000000,2024-06-26,6,2,Brandenburg,Senftenberg,21.950000,False
Lehnitz,2024-06-26 12:00:00,5.000000,13.263224,52.741702,0.500000,0.500000,12.000000,2024-06-26,12,2,Brandenburg,Oranienburg,29.900000,False
Berlin-Hohenschönhausen,2024-06-27 15:00:00,3.000000,13.512422,52.566002,0.500000,0.333333,15.000000,2024-06-27,15,3,Berlin,Berlin,27.750000,True
Berlin-Karow,2024-06-23 20:00:00,4.000000,13.469204,52.614884,0.266667,0.266667,20.000000,2024-06-23,20,6,Berlin,Berlin,15.950000,False
Trebbin,2024-06-24 04:00:00,5.000000,13.230382,52.217618,0.000000,0.000000,4.000000,2024-06-24,4,0,Brandenburg,Trebbin,13.950000,False
Waßmannsdorf,2024-06-25 03:00:00,5.000000,13.463530,52.368420,0.000000,0.000000,3.000000,2024-06-25,3,1,Brandenburg,Waßmannsdorf,14.350000,False
Buckower Chaussee,2024-06-26 23:00:00,5.000000,13.382912,52.410351,0.333333,0.333333,23.000000,2024-06-26,23,2,Berlin,Berlin,23.150000,False
Raoul-Wallenberg-Straße,2024-06-24 21:00:00,5.000000,13.547460,52.550681,0.384615,0.307692,21.000000,2024-06-24,21,0,Berlin,Berlin,17.000000,False
Nauen,2024-06-23 15:00:00,3.000000,12.885559,52.612696,0.166667,0.500000,15.000000,2024-06-23,15,6,Brandenburg,Nauen,21.500000,False
Strausberg Stadt,2024-06-26 04:00:00,5.000000,13.888133,52.576980,0.000000,0.000000,4.000000,2024-06-26,4,2,Brandenburg,Strausberg,16.650000,False
Berlin-Tempelhof,2024-06-26 00:00:00,4.000000,13.384547,52.470967,0.347826,0.391304,0.000000,2024-06-26,0,2,Berlin,Berlin,18.950000,False
Pankow-Heinersdorf,2024-06-26 19:00:00,5.000000,13.429363,52.577963,0.434783,0.521739,19.000000,2024-06-26,19,2,Berlin,Berlin,26.150000,False
Stresow,2024-06-26 13:00:00,5.000000,13.209125,52.531976,0.083333,0.166667,13.000000,2024-06-26,13,2,Berlin,Berlin,30.450000,False
Berlin-Adlershof,2024-06-24 01:00:00,4.000000,13.541129,52.435031,0.421053,0.473684,1.000000,2024-06-24,1,0,Berlin,Berlin,12.900000,False
Treptower Park,2024-06-23 23:00:00,4.000000,13.461441,52.493559,0.125000,0.083333,23.000000,2024-06-23,23,6,Berlin,Berlin,15.750000,False
Berlin-Charlottenburg,2024-06-23 20:00:00,3.000000,13.302330,52.504213,0.111111,0.222222,20.000000,2024-06-23,20,6,Berlin,Berlin,17.850000,False
Falkensee,2024-06-27 06:00:00,5.000000,13.089636,52.559772,0.333333,0.333333,6.000000,2024-06-27,6,3,Brandenburg,Falkensee,23.300000,False
Nöldnerplatz,2024-06-23 17:00:00,5.000000,13.484452,52.503497,0.066667,0.066667,17.000000,2024-06-23,17,6,Berlin,Berlin,21.350000,False
Berlin-Blankenburg,2024-06-24 23:00:00,4.000000,13.443330,52.591164,0.100000,0.200000,23.000000,2024-06-24,23,0,Berlin,Berlin,15.350000,False
Berlin-Wilhelmsruh,2024-06-23 18:00:00,4.000000,13.362976,52.581447,0.000000,0.000000,18.000000,2024-06-23,18,6,Berlin,Berlin,20.100000,False
Potsdam Medienstadt Babelsberg,2024-06-23 14:00:00,5.000000,13.122284,52.382659,0.250000,0.500000,14.000000,2024-06-23,14,6,Brandenburg,Potsdam,21.850000,False
Grünbergallee,2024-06-25 18:00:00,5.000000,13.542485,52.399411,0.416667,0.500000,18.000000,2024-06-25,18,1,Berlin,Berlin,23.000000,False
Bernau-Friedenstal,2024-06-23 14:00:00,5.000000,13.564578,52.668385,0.166667,0.166667,14.000000,2024-06-23,14,6,Brandenburg,Bernau,22.000000,False
Elstal,2024-06-23 15:00:00,5.000000,13.000114,52.547490,0.250000,0.500000,15.000000,2024-06-23,15,6,Brandenburg,Wustermark,21.500000,False
Brandenburg Hbf,2024-06-27 05:00:00,3.000000,12.566138,52.400554,0.000000,0.000000,5.000000,2024-06-27,5,3,Brandenburg,Brandenburg an der Havel,22.800000,False
Julius-Leber-Brücke,2024-06-25 14:00:00,5.000000,13.361266,52.486519,0.142857,0.214286,14.000000,2024-06-25,14,1,Berlin,Berlin,26.500000,False
Albrechtshof,2024-06-23 14:00:00,5.000000,13.128917,52.549396,0.200000,0.200000,14.000000,2024-06-23,14,6,Berlin,Berlin,21.900000,False
Berlin-Frohnau,2024-06-24 14:00:00,4.000000,13.289934,52.632758,0.000000,0.000000,14.000000,2024-06-24,14,0,Berlin,Berlin,25.000000,False
Doberlug-Kirchhain,2024-06-27 04:00:00,4.000000,13.564241,51.620576,0.000000,0.000000,4.000000,2024-06-27,4,3,Brandenburg,Doberlug-Kirchhain,20.900000,False
Heidelberger Platz,2024-06-25 12:00:00,4.000000,13.312018,52.479972,0.500000,0.458333,12.000000,2024-06-25,12,1,Berlin,Berlin,26.050000,False
Hermannstraße,2024-06-23 21:00:00,4.000000,13.431313,52.467510,0.240000,0.200000,21.000000,2024-06-23,21,6,Berlin,Berlin,18.150000,False
Berlin-Wannsee,2024-06-27 15:00:00,2.000000,13.179528,52.420972,0.785714,0.785714,15.000000,2024-06-27,15,3,Berlin,Berlin,30.350000,False
Yorckstraße (Großgörschenstraße),2024-06-25 04:00:00,4.000000,13.367797,52.492289,0.000000,0.166667,4.000000,2024-06-25,4,1,Berlin,Berlin,16.300000,False
Osdorferstraße,2024-06-24 21:00:00,5.000000,13.314288,52.418841,0.500000,0.625000,21.000000,2024-06-24,21,0,Berlin,Berlin,16.500000,False
Nikolassee,2024-06-26 12:00:00,4.000000,13.193643,52.431807,0.125000,0.208333,12.000000,2024-06-26,12,2,Berlin,Berlin,29.900000,False
Teltow Stadt,2024-06-24 23:00:00,5.000000,13.276623,52.396906,0.000000,0.000000,23.000000,2024-06-24,23,0,Brandenburg,Teltow,14.950000,False
Berlin Ostkreuz,2024-06-26 01:00:00,2.000000,13.469105,52.503037,2.000000,1.750000,1.000000,2024-06-26,1,2,Berlin,Berlin,18.150000,False
Brandenburg Hbf,2024-06-26 23:00:00,3.000000,12.566138,52.400554,0.000000,0.000000,23.000000,2024-06-26,23,2,Brandenburg,Brandenburg an der Havel,21.150000,False
Heidelberger Platz,2024-06-25 14:00:00,4.000000,13.312018,52.479972,0.266667,0.266667,14.000000,2024-06-25,14,1,Berlin,Berlin,26.600000,False
Hohenzollerndamm,2024-06-27 13:00:00,4.000000,13.300257,52.488556,0.555556,0.481481,13.000000,2024-06-27,13,3,Berlin,Berlin,29.350000,False
Treptower Park,2024-06-27 11:00:00,4.000000,13.461441,52.493559,0.416667,0.416667,11.000000,2024-06-27,11,3,Berlin,Berlin,26.850000,False
